id,user_id,vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,charging_start,charging_end,energy_consumed,charging_duration_hours,charging_rate_kw,charging_cost_usd,time_of_day,day_of_week,soc_start_pct,soc_end_pct,distance_km,temperature_c,vehicle_age_years,charger_type,user_type
684,User_684,Nissan Leaf,85,Station_219,Chicago,2024-01-29 11:00,2024-01-29 13:05,53.1,1.86,12.62,40.32,Night,Thursday,33.66,52.83,74.4,14.1,6,Level 2,Casual Driver
685,User_685,Chevy Bolt,75,Station_487,Chicago,2024-01-29 12:00,2024-01-29 13:02,28.79,3.19,33.37,11.34,Evening,Tuesday,40.83,61.65,125.8,1.3,0,Level 1,Commuter
686,User_686,Tesla Model 3,75,Station_424,Houston,2024-01-29 13:00,2024-01-29 15:54,51.21,1.29,9.98,24.58,Afternoon,Wednesday,67.39,59.76,178.1,12.3,5,Level 2,Commuter
687,User_687,Hyundai Kona,101,Station_461,Houston,2024-01-29 14:00,2024-01-29 17:01,7.28,2.69,21.06,34.65,Night,Saturday,12.88,72.45,66.8,27,0,Level 2,Commuter
688,User_688,Tesla Model 3,83,Station_151,Los Angeles,2024-01-29 15:00,2024-01-29 18:07,0,3.14,49.23,38.38,Night,Sunday,68.85,86.41,109.4,34.4,4,Level 2,Casual Driver
689,User_689,Tesla Model 3,100,Station_123,New York,2024-01-29 16:00,2024-01-29 19:39,74.35,2.23,18.03,31.42,Evening,Friday,78.78,62,144.4,-8.1,1,Level 2,Long-Distance Traveler
690,User_690,Chevy Bolt,50,Station_144,Chicago,2024-01-29 17:00,2024-01-29 19:50,79.96,2.97,9.81,13.15,Afternoon,Friday,20.76,98.43,278.5,4.8,2,Level 2,Long-Distance Traveler
691,User_691,Hyundai Kona,100,Station_478,New York,2024-01-29 18:00,2024-01-29 21:39,57.23,1.39,30.94,5.66,Evening,Tuesday,22.44,63.15,36,0.8,4,Level 1,Commuter
692,User_692,Hyundai Kona,62,Station_189,Los Angeles,2024-01-29 19:00,2024-01-29 20:16,39.22,3.07,0,11.95,Afternoon,Saturday,14.13,66.71,252.9,36.2,3,Level 2,Commuter
693,User_693,BMW i3,100,Station_255,Los Angeles,2024-01-29 20:00,2024-01-29 22:21,10.42,1.23,18.9,8.94,Afternoon,Saturday,54.98,59.78,143.6,21.3,2,Level 1,Commuter
694,User_694,Tesla Model 3,85,Station_68,Houston,2024-01-29 21:00,2024-01-29 23:53,47.2,1.55,23.43,9.99,Night,Friday,74.88,94.07,278.9,28.4,7,Level 1,Casual Driver
695,User_695,Tesla Model 3,75,Station_104,Chicago,2024-01-29 22:00,2024-01-30 01:43,64.45,4,21.47,31.67,Morning,Friday,46.22,89.44,231.2,19,1,Level 1,Commuter
696,User_696,Nissan Leaf,85,Station_336,San Francisco,2024-01-29 23:00,2024-01-30 02:58,37.85,2.26,2.83,8.33,Afternoon,Wednesday,55.25,101.7,173.2,24.4,4,Level 2,Casual Driver
697,User_697,BMW i3,61,Station_159,Los Angeles,2024-01-30 00:00,2024-01-30 01:12,0,2.5,41.13,8.82,Afternoon,Saturday,36.35,78.66,200.4,38.2,0,Level 2,Commuter
698,User_698,Nissan Leaf,62,Station_309,Chicago,2024-01-30 01:00,2024-01-30 01:37,79.26,0.62,27.65,27.61,Evening,Monday,80.47,81.06,109,17.2,7,Level 1,Commuter
699,User_699,Nissan Leaf,100,Station_362,New York,2024-01-30 02:00,2024-01-30 02:32,38.62,2.53,43.01,10.4,Afternoon,Sunday,70.99,55.5,283.1,34.3,2,Level 2,Commuter
700,User_700,Nissan Leaf,62,Station_409,Houston,2024-01-30 03:00,2024-01-30 05:34,24.4,1.48,31.12,24.13,Afternoon,Tuesday,65.98,51.25,32,23.6,0,Level 1,Long-Distance Traveler
701,User_701,Chevy Bolt,75,Station_300,New York,2024-01-30 04:00,2024-01-30 04:41,26.18,3.81,25.86,26.6,Afternoon,Tuesday,66.54,81.33,243.9,-5.3,1,Level 2,Commuter
702,User_702,Chevy Bolt,75,Station_396,Los Angeles,2024-01-30 05:00,2024-01-30 06:53,0,2.85,45.46,22.85,Afternoon,Wednesday,46.28,58.48,151.9,31.5,5,Level 2,Commuter
703,User_703,Nissan Leaf,62,Station_90,Los Angeles,2024-01-30 06:00,2024-01-30 06:45,28.68,3.25,16.49,30.52,Afternoon,Sunday,13.89,81.57,248,2.9,6,Level 1,Commuter
704,User_704,BMW i3,62,Station_357,New York,2024-01-30 07:00,2024-01-30 08:47,34.73,2.96,24.02,25.48,Morning,Wednesday,80.99,94.76,264.7,-5.8,6,Level 2,Commuter
705,User_705,Tesla Model 3,100,Station_256,Los Angeles,2024-01-30 08:00,2024-01-30 11:57,56.66,0.61,21.07,12.85,Night,Monday,84.62,89,152,17.4,0,Level 1,Casual Driver
706,User_706,BMW i3,50,Station_496,Chicago,2024-01-30 09:00,2024-01-30 10:28,5.58,2.83,35.82,35.01,Afternoon,Thursday,68.6,95.59,125.3,16.5,3,Level 1,Casual Driver
707,User_707,Hyundai Kona,85,Station_353,Los Angeles,2024-01-30 10:00,2024-01-30 13:26,9.67,1.62,37.51,16.72,Evening,Tuesday,48.39,71.21,145.1,-1.9,4,Level 2,Commuter
708,User_708,Chevy Bolt,193,Station_220,Houston,2024-01-30 11:00,2024-01-30 12:32,42.74,1.18,40.21,14.26,Evening,Saturday,19.56,67.8,119.5,-4.2,4,Level 2,Casual Driver
709,User_709,Tesla Model 3,75,Station_9,Chicago,2024-01-30 12:00,2024-01-30 15:39,58.28,2.28,32.98,31.95,Afternoon,Sunday,34.46,84.49,205.4,26.1,5,Level 1,Commuter
710,User_710,Tesla Model 3,50,Station_12,San Francisco,2024-01-30 13:00,2024-01-30 14:18,47.89,4.23,26.43,13.43,Afternoon,Friday,82.18,83.01,235.9,36.4,5,Level 1,Commuter
711,User_711,Hyundai Kona,62,Station_325,Los Angeles,2024-01-30 14:00,2024-01-30 15:20,10.56,3.99,17.23,29.84,Afternoon,Sunday,64.66,58.69,38,32.3,0,Level 1,Casual Driver
712,User_712,Hyundai Kona,62,Station_438,Los Angeles,2024-01-30 15:00,2024-01-30 16:02,12.13,2.95,9.58,38.12,Morning,Monday,48.95,77.68,81.6,23.6,2,DC Fast Charger,Casual Driver
713,User_713,Nissan Leaf,75,Station_244,Houston,2024-01-30 16:00,2024-01-30 16:59,45.91,0.71,26.31,11.23,Night,Tuesday,40.72,97.29,194.3,28.4,5,Level 2,Commuter
714,User_714,Chevy Bolt,75,Station_182,Houston,2024-01-30 17:00,2024-01-30 20:36,8.12,1.98,0,26.85,Evening,Saturday,22.19,99.63,223.4,33.7,0,DC Fast Charger,Long-Distance Traveler
715,User_715,Chevy Bolt,50,Station_284,New York,2024-01-30 18:00,2024-01-30 19:45,9.62,3.94,34.94,29.81,Morning,Monday,68.59,61.58,29,15.4,0,Level 1,Commuter
716,User_716,BMW i3,100,Station_312,New York,2024-01-30 19:00,2024-01-30 19:44,27.85,1.87,37.69,37.96,Morning,Thursday,12.17,98.08,89.8,-1.7,6,DC Fast Charger,Commuter
717,User_717,Nissan Leaf,85,Station_99,New York,2024-01-30 20:00,2024-01-30 21:51,23.22,0.66,5.41,30.84,Afternoon,Saturday,17.51,97.24,214.2,22.9,0,Level 1,Long-Distance Traveler
718,User_718,Nissan Leaf,50,Station_197,Houston,2024-01-30 21:00,2024-01-30 23:01,21.31,3.74,28.04,39.93,Night,Tuesday,78.3,91.72,198.7,-5.5,1,DC Fast Charger,Casual Driver
719,User_719,Nissan Leaf,50,Station_482,New York,2024-01-30 22:00,2024-01-30 22:52,77.46,3.01,47.33,38.26,Afternoon,Sunday,63.57,68.75,273.7,-3,1,DC Fast Charger,Long-Distance Traveler
720,User_720,Nissan Leaf,62,Station_366,New York,2024-01-30 23:00,2024-01-31 02:55,32.25,3.65,71.62,35.48,Evening,Friday,45.41,78.64,25.1,-1.9,4,Level 2,Commuter
721,User_721,Chevy Bolt,50,Station_226,San Francisco,2024-01-31 00:00,2024-01-31 02:03,17.93,2.96,35.14,11.48,Night,Saturday,87.37,77.09,219.1,-7.6,2,Level 2,Casual Driver
722,User_722,Chevy Bolt,100,Station_333,New York,2024-01-31 01:00,2024-01-31 02:14,77.3,0.68,5.97,8.43,Afternoon,Tuesday,52.9,74.05,86.5,-8.9,5,DC Fast Charger,Long-Distance Traveler
723,User_723,Nissan Leaf,75,Station_103,Los Angeles,2024-01-31 02:00,2024-01-31 03:31,26.49,2.12,7.15,27.97,Evening,Monday,55.39,56.75,261.4,19.7,5,Level 1,Long-Distance Traveler
724,User_724,BMW i3,50,Station_106,Houston,2024-01-31 03:00,2024-01-31 06:56,55.3,2.54,37.35,24.08,Morning,Thursday,71.92,88.38,106.9,30.2,1,Level 2,Commuter
725,User_725,Tesla Model 3,100,Station_365,Chicago,2024-01-31 04:00,2024-01-31 07:48,10.19,2.19,14.44,29.62,Evening,Saturday,14.18,71.75,299,-5.4,3,DC Fast Charger,Long-Distance Traveler
726,User_726,Tesla Model 3,42,Station_368,San Francisco,2024-01-31 05:00,2024-01-31 05:44,62.63,1.31,37.57,18.48,Evening,Monday,69.88,89.71,38.6,1.2,1,Level 1,Commuter
727,User_727,BMW i3,8,Station_58,Houston,2024-01-31 06:00,2024-01-31 07:15,36.23,1.89,11.09,31.09,Evening,Monday,43.36,91.94,144.5,17.4,1,Level 2,Casual Driver
728,User_728,Nissan Leaf,62,Station_78,Houston,2024-01-31 07:00,2024-01-31 08:33,12.35,1.5,44.05,24.31,Night,Wednesday,47.07,68.83,0,15,4,DC Fast Charger,Long-Distance Traveler
729,User_729,Chevy Bolt,75,Station_75,Los Angeles,2024-01-31 08:00,2024-01-31 11:23,28.25,2.57,26.64,16.52,Morning,Monday,53.82,67.23,149,16.7,6,Level 1,Casual Driver
730,User_730,Tesla Model 3,62,Station_42,New York,2024-01-31 09:00,2024-01-31 12:33,53.19,1.9,4.88,36.93,Night,Sunday,59.1,95.23,167,37.4,7,Level 1,Casual Driver
731,User_731,Hyundai Kona,62,Station_422,Los Angeles,2024-01-31 10:00,2024-01-31 13:21,63.97,1.98,41.35,10.34,Morning,Saturday,54.84,99.13,90.8,9.2,1,DC Fast Charger,Commuter
732,User_732,Hyundai Kona,75,Station_324,New York,2024-01-31 11:00,2024-01-31 12:44,48.66,1.76,36.32,15.4,Afternoon,Thursday,49.28,91.75,178.1,21,0,Level 1,Long-Distance Traveler
733,User_733,BMW i3,75,Station_181,New York,2024-01-31 12:00,2024-01-31 15:06,51.16,1.92,14.9,35.91,Afternoon,Friday,40.36,79.6,258.3,31.6,12,DC Fast Charger,Casual Driver
734,User_734,Nissan Leaf,75,Station_33,Houston,2024-01-31 13:00,2024-01-31 16:39,68.24,3.38,49.36,33.36,Evening,Wednesday,57.91,88.31,276.4,14.8,2,Level 1,Long-Distance Traveler
735,User_735,Tesla Model 3,62,Station_71,New York,2024-01-31 14:00,2024-01-31 15:21,70.38,1.05,20.62,25.44,Evening,Monday,32.46,75.46,302.9,-6.5,6,DC Fast Charger,Long-Distance Traveler
736,User_736,Nissan Leaf,75,Station_56,San Francisco,2024-01-31 15:00,2024-01-31 18:31,56.55,2.62,4.34,38.85,Night,Saturday,29.26,88.25,12,10.5,6,Level 2,Long-Distance Traveler
737,User_737,Tesla Model 3,85,Station_105,San Francisco,2024-01-31 16:00,2024-01-31 17:57,16.83,2.74,14.51,11.58,Morning,Sunday,30.62,82.46,199.3,26,6,Level 1,Long-Distance Traveler
738,User_738,BMW i3,62,Station_200,San Francisco,2024-01-31 17:00,2024-01-31 18:26,76.47,3.68,0,37.06,Morning,Sunday,72.55,51.92,270.5,38.6,6,DC Fast Charger,Casual Driver
739,User_739,BMW i3,100,Station_101,Houston,2024-01-31 18:00,2024-01-31 19:52,6.07,3.6,46.62,16.18,Morning,Sunday,19.65,71.19,92.4,27.3,4,DC Fast Charger,Long-Distance Traveler
740,User_740,Hyundai Kona,62,Station_256,Los Angeles,2024-01-31 19:00,2024-01-31 20:35,10.14,1.58,36.08,26.55,Evening,Tuesday,34.89,99.87,217.6,40.8,1,Level 1,Commuter
741,User_741,Nissan Leaf,75,Station_307,Chicago,2024-01-31 20:00,2024-01-31 22:59,62.54,3.11,24.19,21.66,Evening,Wednesday,14.82,69.84,257.3,19.1,5,Level 2,Commuter
742,User_742,Hyundai Kona,62,Station_74,New York,2024-01-31 21:00,2024-01-31 21:49,0,2.37,31.71,18.1,Morning,Thursday,81,84.05,158.4,36.4,6,DC Fast Charger,Long-Distance Traveler
743,User_743,Nissan Leaf,37,Station_171,Chicago,2024-01-31 22:00,2024-01-31 23:02,16.5,1.81,9.55,12.19,Evening,Tuesday,50.53,93.95,225.3,31.8,0,Level 2,Long-Distance Traveler
744,User_744,Hyundai Kona,94,Station_377,Los Angeles,2024-01-31 23:00,2024-02-01 00:41,9.13,0.99,0,8.66,Morning,Thursday,54.35,51.27,191.1,6.7,2,Level 1,Commuter
745,User_745,Chevy Bolt,50,Station_143,Los Angeles,2024-02-01 00:00,2024-02-01 00:54,44,3.56,30.24,24.31,Night,Tuesday,89.63,67.71,138.8,-6.9,0,Level 2,Long-Distance Traveler
746,User_746,Chevy Bolt,62,Station_166,Houston,2024-02-01 01:00,2024-02-01 02:15,41.77,4.59,21.83,36.7,Afternoon,Friday,42.36,51.49,14.6,38.8,6,Level 1,Casual Driver
747,User_747,Chevy Bolt,100,Station_399,San Francisco,2024-02-01 02:00,2024-02-01 03:42,6.7,2.13,4.05,34.46,Morning,Thursday,82.33,7.6,104.7,1.6,5,DC Fast Charger,Long-Distance Traveler
748,User_748,Chevy Bolt,62,Station_261,San Francisco,2024-02-01 03:00,2024-02-01 05:07,69.44,3.66,16.61,12.61,Evening,Tuesday,22.71,50.8,266.8,10,5,Level 2,Long-Distance Traveler
749,User_749,Tesla Model 3,75,Station_221,Los Angeles,2024-02-01 04:00,2024-02-01 05:26,38.71,2.97,14.53,14.36,Night,Sunday,28.63,61.66,260.5,-6.4,5,Level 1,Casual Driver
750,User_750,Chevy Bolt,81,Station_83,Houston,2024-02-01 05:00,2024-02-01 06:56,57.98,2.86,6.5,14.34,Evening,Thursday,58.31,63.87,114.9,7.6,5,DC Fast Charger,Long-Distance Traveler
751,User_751,BMW i3,75,Station_182,Houston,2024-02-01 06:00,2024-02-01 08:42,74.11,2.22,45.7,14.76,Evening,Wednesday,72.9,51.69,177.2,3.3,3,Level 2,Casual Driver
752,User_752,BMW i3,100,Station_307,New York,2024-02-01 07:00,2024-02-01 08:24,40.32,1.74,11.77,15.1,Evening,Thursday,31.09,86.58,99.2,0.5,7,Level 1,Casual Driver
753,User_753,Tesla Model 3,50,Station_10,San Francisco,2024-02-01 08:00,2024-02-01 09:30,47.2,2.86,44.34,27.39,Morning,Saturday,65.48,84.23,86.6,4.3,6,Level 2,Commuter
754,User_754,Chevy Bolt,100,Station_396,Los Angeles,2024-02-01 09:00,2024-02-01 10:58,22.52,3.56,35.15,11.22,Night,Thursday,40.14,59.07,80.2,16.3,6,DC Fast Charger,Commuter
755,User_755,Chevy Bolt,62,Station_4,Chicago,2024-02-01 10:00,2024-02-01 10:37,68.26,2.41,33.64,17.03,Morning,Tuesday,46.38,88.39,0,-9.5,7,DC Fast Charger,Long-Distance Traveler
756,User_756,Chevy Bolt,50,Station_351,San Francisco,2024-02-01 11:00,2024-02-01 11:45,73.51,1.84,30.93,31.85,Afternoon,Thursday,60.77,63.57,246.3,2.3,2,Level 1,Commuter
757,User_757,Hyundai Kona,75,Station_402,New York,2024-02-01 12:00,2024-02-01 15:25,73.87,1.2,26.09,5.64,Morning,Friday,80.7,88.21,180.5,21.3,4,Level 2,Long-Distance Traveler
758,User_758,Nissan Leaf,50,Station_336,Houston,2024-02-01 13:00,2024-02-01 15:25,64.38,2.31,15.26,8.81,Afternoon,Monday,15.59,98.81,199.8,25.4,3,Level 2,Long-Distance Traveler
759,User_759,Hyundai Kona,50,Station_488,Los Angeles,2024-02-01 14:00,2024-02-01 15:30,12.01,0.75,47.9,35.09,Night,Wednesday,41.66,83.16,133.4,23.9,5,DC Fast Charger,Commuter
760,User_760,Nissan Leaf,30,Station_292,San Francisco,2024-02-01 15:00,2024-02-01 15:44,36.23,3.99,27.2,21.93,Night,Saturday,80.58,91.08,34,23.3,3,Level 2,Commuter
761,User_761,Chevy Bolt,100,Station_281,Chicago,2024-02-01 16:00,2024-02-01 19:42,28.85,3.29,11.03,10.43,Morning,Sunday,41.59,90,298.6,-0.5,4,Level 2,Long-Distance Traveler
762,User_762,Chevy Bolt,85,Station_215,New York,2024-02-01 17:00,2024-02-01 19:59,76.58,2.68,41.12,21.32,Morning,Tuesday,31.36,93.56,233.2,14.1,1,Level 2,Long-Distance Traveler
763,User_763,Hyundai Kona,50,Station_460,New York,2024-02-01 18:00,2024-02-01 20:40,74.13,2.19,47.82,11.35,Evening,Sunday,71.9,99.36,151.1,18.2,6,Level 1,Long-Distance Traveler
764,User_764,Hyundai Kona,100,Station_98,San Francisco,2024-02-01 19:00,2024-02-01 21:11,73.81,2.37,10.58,5.31,Afternoon,Sunday,53.17,92.16,126.4,25,4,DC Fast Charger,Casual Driver
765,User_765,Nissan Leaf,50,Station_420,Chicago,2024-02-01 20:00,2024-02-01 21:23,35.03,1.74,22.03,28.81,Evening,Thursday,26.28,59.2,208.5,-8.7,2,Level 1,Long-Distance Traveler
766,User_766,BMW i3,62,Station_101,New York,2024-02-01 21:00,2024-02-01 21:43,0,2.2,10.6,15.11,Evening,Thursday,64.48,60.64,172.6,39.4,7,DC Fast Charger,Long-Distance Traveler
767,User_767,Nissan Leaf,85,Station_451,Los Angeles,2024-02-01 22:00,2024-02-01 23:05,35.9,1.77,12.51,20.25,Night,Thursday,16.49,53.08,150.3,15.1,4,Level 1,Long-Distance Traveler
768,User_768,Hyundai Kona,62,Station_9,New York,2024-02-01 23:00,2024-02-02 02:59,48.33,2.15,14.81,15.3,Morning,Wednesday,56.27,65.99,229.2,18,4,Level 1,Commuter
769,User_769,Hyundai Kona,75,Station_61,Chicago,2024-02-02 00:00,2024-02-02 02:14,53.71,1.69,23.73,30.14,Night,Saturday,15.9,58.17,0,-6.4,7,Level 1,Commuter
770,User_770,Tesla Model 3,75,Station_309,Houston,2024-02-02 01:00,2024-02-02 02:51,15.56,0.76,44.45,28.84,Morning,Monday,83.2,61.22,243.8,25.9,1,Level 2,Casual Driver
771,User_771,Hyundai Kona,50,Station_146,Houston,2024-02-02 02:00,2024-02-02 03:36,40.74,2.53,9.87,36.57,Night,Friday,33.93,67.7,119.1,13.5,0,DC Fast Charger,Long-Distance Traveler
772,User_772,Tesla Model 3,62,Station_427,San Francisco,2024-02-02 03:00,2024-02-02 03:39,11.58,3.62,9.63,5.78,Night,Saturday,26.11,71.4,157.6,36,1,Level 1,Long-Distance Traveler
773,User_773,BMW i3,75,Station_419,Chicago,2024-02-02 04:00,2024-02-02 05:18,39.68,6.76,43.12,15.3,Night,Friday,71.93,57.05,14.6,-8.6,2,Level 2,Long-Distance Traveler
774,User_774,Nissan Leaf,100,Station_63,New York,2024-02-02 05:00,2024-02-02 07:20,5.76,1.59,10.88,25.17,Afternoon,Sunday,65.91,52.24,18.7,11.1,3,Level 1,Long-Distance Traveler
775,User_775,Nissan Leaf,50,Station_121,New York,2024-02-02 06:00,2024-02-02 07:34,54.49,1.61,0,11.3,Night,Saturday,67.91,54.64,71.1,4.7,1,Level 2,Long-Distance Traveler
776,User_776,Tesla Model 3,62,Station_226,Houston,2024-02-02 07:00,2024-02-02 08:26,20.52,3.65,27.17,13.37,Afternoon,Tuesday,83.59,159.99,286.4,22.5,5,Level 1,Long-Distance Traveler
777,User_777,Nissan Leaf,62,Station_105,Houston,2024-02-02 08:00,2024-02-02 08:56,13.59,3.52,40.81,37.9,Night,Monday,67.8,58.53,103.5,4.5,7,DC Fast Charger,Commuter
778,User_778,Hyundai Kona,50,Station_462,Los Angeles,2024-02-02 09:00,2024-02-02 12:52,19.98,2.29,35.9,22.64,Morning,Monday,73.29,58.58,299.5,14.4,2,DC Fast Charger,Casual Driver
779,User_779,Chevy Bolt,50,Station_260,Houston,2024-02-02 10:00,2024-02-02 12:22,73.37,3.02,45.51,11.87,Afternoon,Wednesday,62.53,62.34,180.5,7.7,4,Level 1,Commuter
780,User_780,Tesla Model 3,75,Station_349,Los Angeles,2024-02-02 11:00,2024-02-02 13:42,75.62,3.74,37.18,17.8,Morning,Saturday,87.25,76.17,75.7,6.2,6,Level 1,Commuter
781,User_781,Nissan Leaf,65,Station_425,New York,2024-02-02 12:00,2024-02-02 13:40,15.57,1.22,49.64,18.55,Morning,Thursday,54.12,58.53,31.6,35.7,6,Level 1,Commuter
782,User_782,Tesla Model 3,50,Station_255,Los Angeles,2024-02-02 13:00,2024-02-02 14:52,36.63,0.97,17.5,31.16,Morning,Monday,35.98,56.84,59.1,-1.8,5,Level 1,Casual Driver
783,User_783,Tesla Model 3,50,Station_429,Los Angeles,2024-02-02 14:00,2024-02-02 15:26,6.31,2.8,21.85,23.88,Afternoon,Saturday,89.79,83.85,179.1,10.4,2,Level 2,Long-Distance Traveler
784,User_784,Chevy Bolt,50,Station_434,San Francisco,2024-02-02 15:00,2024-02-02 17:29,52.18,2.88,37.91,13,Evening,Thursday,12.06,75.36,259.6,-2.7,3,DC Fast Charger,Casual Driver
785,User_785,Hyundai Kona,75,Station_207,Houston,2024-02-02 16:00,2024-02-02 18:02,0,1.77,29.84,36.89,Afternoon,Wednesday,41.5,54.94,38,5.5,6,Level 2,Commuter
786,User_786,Tesla Model 3,61,Station_28,Los Angeles,2024-02-02 17:00,2024-02-02 17:44,17.22,0.96,47.75,15.18,Evening,Sunday,53.67,76.2,20.5,20,1,DC Fast Charger,Commuter
787,User_787,Nissan Leaf,50,Station_170,New York,2024-02-02 18:00,2024-02-02 20:20,48.15,2.87,15.52,31.84,Afternoon,Sunday,16.54,99.98,33.1,32.2,0,Level 1,Commuter
788,User_788,BMW i3,62,Station_336,Chicago,2024-02-02 19:00,2024-02-02 21:10,25.12,1.01,32.09,14.44,Night,Saturday,58.39,93.65,272.3,-6.1,3,DC Fast Charger,Commuter
789,User_789,Tesla Model 3,85,Station_76,Los Angeles,2024-02-02 20:00,2024-02-02 22:28,67.9,0.84,41.07,25.57,Evening,Saturday,45.58,87.8,120.4,25.6,1,Level 1,Long-Distance Traveler
790,User_790,Tesla Model 3,85,Station_116,Houston,2024-02-02 21:00,2024-02-02 22:45,43.25,3.21,19.28,13.37,Night,Tuesday,16.43,85.24,156.2,27.8,1,Level 1,Commuter
791,User_791,Chevy Bolt,62,Station_69,San Francisco,2024-02-02 22:00,2024-02-03 01:07,62.62,1.82,19.79,16.79,Evening,Saturday,84.03,92.44,209.6,21.5,3,Level 2,Commuter
792,User_792,Hyundai Kona,85,Station_354,New York,2024-02-02 23:00,2024-02-02 23:49,43.83,3.13,41.84,58.75,Afternoon,Tuesday,37.69,77.13,29.9,33.5,7,DC Fast Charger,Long-Distance Traveler
793,User_793,BMW i3,100,Station_234,San Francisco,2024-02-03 00:00,2024-02-03 03:14,31.19,1.86,11.58,17.26,Afternoon,Thursday,69.86,23.55,18.8,28.3,6,Level 2,Commuter
794,User_794,Nissan Leaf,75,Station_1,Chicago,2024-02-03 01:00,2024-02-03 03:40,74.83,1.4,43.13,26.22,Evening,Sunday,23.73,53.81,238.7,31,3,Level 2,Long-Distance Traveler
795,User_795,BMW i3,85,Station_167,Los Angeles,2024-02-03 02:00,2024-02-03 03:42,0,1.68,9.43,22.95,Night,Thursday,15,66.92,0.9,25.4,7,Level 2,Casual Driver
796,User_796,Nissan Leaf,75,Station_352,Los Angeles,2024-02-03 03:00,2024-02-03 05:31,78.9,1.23,30.75,7.26,Morning,Sunday,62.09,80.77,73.6,16.5,4,Level 2,Long-Distance Traveler
797,User_797,Hyundai Kona,62,Station_218,Houston,2024-02-03 04:00,2024-02-03 05:10,10.24,1.39,29.22,34.65,Evening,Sunday,14.96,70.51,295.9,18.2,3,DC Fast Charger,Commuter
798,User_798,Nissan Leaf,85,Station_273,Los Angeles,2024-02-03 05:00,2024-02-03 08:16,5.14,2,9.23,21.49,Evening,Monday,83.67,80.52,66.5,8.6,0,DC Fast Charger,Long-Distance Traveler
799,User_799,Chevy Bolt,50,Station_368,New York,2024-02-03 06:00,2024-02-03 09:03,59.92,3.75,30.43,14.12,Night,Wednesday,41.64,95.01,239.2,7.2,7,Level 2,Commuter
800,User_800,Chevy Bolt,62,Station_251,Chicago,2024-02-03 07:00,2024-02-03 09:39,8.35,3.43,34.72,35.66,Morning,Tuesday,13.14,97.26,42.6,2.8,7,DC Fast Charger,Commuter
801,User_801,Chevy Bolt,58,Station_347,San Francisco,2024-02-03 08:00,2024-02-03 08:52,40.76,0.94,41.33,24.91,Evening,Sunday,57.81,87.27,196.5,35.5,3,Level 1,Casual Driver
802,User_802,Chevy Bolt,85,Station_344,Chicago,2024-02-03 09:00,2024-02-03 09:52,18.89,1.42,17.01,28.24,Morning,Monday,54.31,57.66,73.3,33,2,DC Fast Charger,Commuter
803,User_803,BMW i3,50,Station_419,Los Angeles,2024-02-03 10:00,2024-02-03 12:53,42.8,2.34,33.79,12.78,Morning,Friday,67.95,57.87,17.8,12.9,3,Level 2,Commuter
804,User_804,Hyundai Kona,62,Station_174,San Francisco,2024-02-03 11:00,2024-02-03 11:38,12.81,2.59,27.38,29.64,Afternoon,Monday,66.46,68.41,251.2,22.6,1,Level 1,Commuter
805,User_805,Nissan Leaf,75,Station_170,Houston,2024-02-03 12:00,2024-02-03 12:42,8.92,1.56,16.24,8.64,Night,Thursday,16.99,55.83,15.2,9.1,1,Level 1,Long-Distance Traveler
806,User_806,Nissan Leaf,62,Station_246,Chicago,2024-02-03 13:00,2024-02-03 16:05,0.12,1.46,45.58,37.71,Evening,Friday,86.31,77.2,66.4,30.2,2,Level 1,Commuter
807,User_807,Chevy Bolt,62,Station_423,San Francisco,2024-02-03 14:00,2024-02-03 17:04,10.91,1.98,20.99,15.14,Evening,Monday,85.05,65.39,256.6,31.6,5,Level 1,Commuter
808,User_808,Chevy Bolt,75,Station_90,San Francisco,2024-02-03 15:00,2024-02-03 16:20,7.86,3.36,4.83,36.51,Morning,Saturday,81.87,96.13,284.7,23.7,0,Level 1,Commuter
809,User_809,Tesla Model 3,75,Station_49,San Francisco,2024-02-03 16:00,2024-02-03 17:33,70.17,3.83,12.96,13.92,Evening,Wednesday,11.95,52.68,155.7,1.5,3,Level 2,Casual Driver
810,User_810,Hyundai Kona,62,Station_446,New York,2024-02-03 17:00,2024-02-03 18:21,15.19,2.73,13.08,26.15,Morning,Tuesday,11.88,59.53,252.9,37,2,Level 2,Casual Driver
811,User_811,BMW i3,85,Station_294,Chicago,2024-02-03 18:00,2024-02-03 21:58,77.86,0.71,30.14,37.13,Evening,Saturday,63.1,66.61,20.7,0.8,0,Level 1,Long-Distance Traveler
812,User_812,Nissan Leaf,62,Station_407,San Francisco,2024-02-03 19:00,2024-02-03 20:07,37.19,1.23,3.86,17.77,Night,Friday,49.07,85.1,269.1,19.9,0,Level 2,Casual Driver
813,User_813,Tesla Model 3,62,Station_150,Chicago,2024-02-03 20:00,2024-02-03 22:09,25.71,2.31,32.62,29.45,Evening,Sunday,37.09,84.74,190.3,8,5,DC Fast Charger,Casual Driver
814,User_814,Tesla Model 3,50,Station_132,San Francisco,2024-02-03 21:00,2024-02-04 00:42,9.09,2.01,14.09,16.95,Morning,Wednesday,50.01,64.81,278.4,-9,5,Level 2,Long-Distance Traveler
815,User_815,Nissan Leaf,75,Station_433,Houston,2024-02-03 22:00,2024-02-04 00:55,27,3.44,46.41,38.53,Morning,Sunday,88.18,61.44,298.9,8.8,2,DC Fast Charger,Casual Driver
